you	ˈju
match	ˈmætʃ
gasps	ˈɡæsps
grand	ˈɡɹænd
yep	ˈjɛp
shh	ʃ
nervous	ˈnɝvəs
de	ˈdi
choose	ˈtʃuz
themselves	ðɛˈmsɛlvz
decide	ˌdɪˈsaɪd
mate	ˈmeɪt
drinking	ˈdɹɪŋkɪŋ
press	ˈpɹɛs
bother	ˈbɑðɚ
foot	ˈfʊt
blame	ˈbleɪm
crap	ˈkɹæp
drugs	ˈdɹʌɡz
type	ˈtaɪp
rings	ˈɹɪŋz
mission	ˈmɪʃən
named	ˈneɪmd
heaven	ˈhɛvən
picked	ˈpɪkt
paris	ˈpɛɹɪs
race	ˈɹeɪs
risk	ˈɹɪsk
books	ˈbʊks
further	ˈfɝðɚ
danny	ˈdæni
action	ˈækʃən
allowed	əˈlaʊd
orders	ˈɔɹdɚz
learned	ˈlɝnd
price	ˈpɹaɪs
arrived	ɚˈaɪvd
nick	ˈnɪk
otherwise	ˈʌðɚˌwaɪz
pictures	ˈpɪktʃɚz
fit	ˈfɪt
smoke	ˈsmoʊk
favor	ˈfeɪvɚ
played	ˈpleɪd
notice	ˈnoʊtəs
awesome	ˈɑsəm
smile	ˈsmaɪl
director	dɚˈɛktɚ
guard	ˈɡɑɹd
begin	bɪˈɡɪn
spot	ˈspɑt
surprised	sɚˈpɹaɪzd
innocent	ˈɪnəsənt
narrator	ˈnɛɹeɪtɚ
herself	hɚˈsɛlf
london	ˈlʌndən
feelings	ˈfilɪŋz
enemy	ˈɛnəmi
battle	ˈbætəl
ourselves	aʊɚˈsɛlvz
alex	ˈæləks
dollars	ˈdɑlɚz
allow	əˈlaʊ
nine	ˈnaɪn
gay	ˈɡeɪ
department	dɪˈpɑɹtmənt
guilty	ˈɡɪlti
apart	əˈpɑɹt
earlier	ˈɝliɚ
duty	ˈduti
jim	ˈdʒɪm
suit	ˈsut
bell	ˈbɛl
west	ˈwɛst
legs	ˈlɛɡz
hero	ˈhɪɹoʊ
destroy	dɪˈstɹɔɪ
stage	ˈsteɪdʒ
bunch	ˈbʌntʃ
according	əˈkɔɹdɪŋ
chicken	ˈtʃɪkən
bigger	ˈbɪɡɚ
grunting	ˈɡɹʌntɪŋ
low	ˈloʊ
helping	ˈhɛlpɪŋ
admit	əˈdmɪt
closed	ˈkloʊzd
names	ˈneɪmz
witness	ˈwɪtnəs
upstairs	əˈpstɛɹz
arm	ˈɑɹm
steal	ˈstil
jimmy	ˈdʒɪmi
kick	ˈkɪk
twice	ˈtwaɪs
cross	ˈkɹɔs
ways	ˈweɪz
sergeant	ˈsɑɹdʒənt
indeed	ˌɪˈndid
gas	ˈɡæs
keeping	ˈkipɪŋ
energy	ˈɛnɚdʒi
pregnant	ˈpɹɛɡnənt
waste	ˈweɪst
helped	ˈhɛlpt
fired	ˈfaɪɚd
favorite	ˈfeɪvɚɪt
tony	ˈtoʊni
taste	ˈteɪst
locked	ˈlɑkt
places	ˈpleɪsəz
writing	ˈɹaɪtɪŋ
adam	ˈædəm
brothers	ˈbɹʌðɚz
starts	ˈstɑɹts
prince	ˈpɹɪns
form	ˈfɔɹm
sold	ˈsoʊld
silly	ˈsɪli
mention	ˈmɛnʃən
build	ˈbɪld
throat	ˈθɹoʊt
hole	ˈhoʊl
figured	ˈfɪɡjɚd
track	ˈtɹæk
ringing	ˈɹɪŋɪŋ
lock	ˈlɑk
leg	ˈlɛɡ
above	əˈbʌv
hiding	ˈhaɪdɪŋ
steve	ˈstiv
seemed	ˈsimd
breakfast	ˈbɹɛkfəst
engine	ˈɛndʒən
written	ˈɹɪtən
complete	kəˈmplit
video	ˈvɪdioʊ
applause	əˈplɔz
however	ˌhaʊˈɛvɚ
pressure	ˈpɹɛʃɚ
fresh	ˈfɹɛʃ
weapon	ˈwɛpən
sky	ˈskaɪ
stole	ˈstoʊl
study	ˈstʌdi
burn	ˈbɝn
reading	ˈɹidɪŋ
crowd	ˈkɹaʊd
treat	ˈtɹit
roll	ˈɹoʊl
double	ˈdʌbəl
spirit	ˈspɪɹət
danger	ˈdeɪndʒɚ
cost	ˈkɑst
empty	ˈɛmpti
level	ˈlɛvəl
memory	ˈmɛmɚi
itself	ˌɪˈtsɛlf
acting	ˈæktɪŋ
interest	ˈɪntɹəst
nose	ˈnoʊz
plans	ˈplænz
following	ˈfɑloʊɪŋ
bathroom	ˈbæˌθɹum
built	ˈbɪlt
closer	ˈkloʊsɚ
ray	ˈɹeɪ
sarah	ˈsɛɹə
band	ˈbænd
groans	ˈɡɹoʊnz
apparently	əˈpɛɹəntli
excited	ɪˈksaɪtəd
richard	ˈɹɪtʃɚd
losing	ˈluzɪŋ
animals	ˈænəməlz
flight	ˈflaɪt
nature	ˈneɪtʃɚ
raise	ˈɹeɪz
pop	ˈpɑp
client	ˈklaɪənt
bomb	ˈbɑm
neck	ˈnɛk
suspect	səˈspɛkt
warm	ˈwɔɹm
extra	ˈɛkstɹə
bottle	ˈbɑtəl
van	ˈvæn
heavy	ˈhɛvi
mommy	ˈmɑmi
dogs	ˈdɑɡz
wild	ˈwaɪld
ridiculous	ɹɪˈdɪkjələs
simply	ˈsɪmpli
lee	ˈli
animal	ˈænəməl
showed	ˈʃoʊd
billy	ˈbɪli
shooting	ˈʃutɪŋ
keeps	ˈkips
camp	ˈkæmp
guns	ˈɡʌnz
medical	ˈmɛdəkəl
shame	ˈʃeɪm
hoping	ˈhoʊpɪŋ
whom	ˈhum
bird	ˈbɝd
majesty	ˈmædʒəsti
flowers	ˈflaʊɚz
famous	ˈfeɪməs
asleep	əˈslip
beauty	ˈbjuti
driver	ˈdɹaɪvɚ
keys	ˈkiz
rain	ˈɹeɪn
awful	ˈɑfəl
large	ˈlɑɹdʒ
local	ˈloʊkəl
deserve	dɪˈzɝv
goddamn	ˈɡɑˌddæm
stone	ˈstoʊn
jane	ˈdʒeɪn
grace	ˈɡɹeɪs
consider	kəˈnsɪdɚ
weekend	ˈwiˌkɛnd
wondering	ˈwʌndɚɪŋ
lay	ˈleɪ
plenty	ˈplɛnti
willing	ˈwɪlɪŋ
pants	ˈpænts
sweetheart	ˈswiˌthɑɹt
skin	ˈskɪn
excellent	ˈɛksələnt
asshole	ˈæshoʊl
beach	ˈbitʃ
c	ˈsi
faith	ˈfeɪθ
beg	ˈbɛɡ
fuckin	ˈfʌkɪn
responsible	ɹiˈspɑnsəbəl
military	ˈmɪləˌtɛɹi
cheering	ˈtʃɪɹɪŋ
opportunity	ˌɑpɚˈtunəti
common	ˈkɑmən
bottom	ˈbɑtəm
german	ˈdʒɝmən
whoever	huˈɛvɚ
cook	ˈkʊk
walked	ˈwɔkt
papers	ˈpeɪpɚz
justice	ˈdʒʌstəs
hall	ˈhɔl
commander	kəˈmændɚ
drug	ˈdɹʌɡ
main	ˈmeɪn
knife	ˈnaɪf
devil	ˈdɛvəl
necessary	ˈnɛsəˌsɛɹi
although	ˌɔˈlðoʊ
princess	ˈpɹɪnsɛs
lights	ˈlaɪts
flying	ˈflaɪɪŋ
dick	ˈdɪk
rose	ˈɹoʊz
knowing	ˈnoʊɪŋ
clearly	ˈklɪɹli
hat	ˈhæt
agreed	əˈɡɹid
johnny	ˈdʒɑni
corner	ˈkɔɹnɚ
code	ˈkoʊd
note	ˈnoʊt
tommy	ˈtɑmi
due	ˈdu
correct	kɚˈɛkt
apologize	əˈpɑləˌdʒaɪz
language	ˈlæŋɡwədʒ
stars	ˈstɑɹz
faster	ˈfæstɚ
cars	ˈkɑɹz
folks	ˈfoʊks
bullshit	ˈbʊˌlʃɪt
fellow	ˈfɛloʊ
several	ˈsɛvɹəl
grandma	ˈɡɹændmɑ
shows	ˈʃoʊz
leader	ˈlidɚ
leaves	ˈlivz
restaurant	ˈɹɛstɚˌɑnt
east	ˈist
shouting	ˈʃaʊtɪŋ
blind	ˈblaɪnd
ghost	ˈɡoʊst
cup	ˈkʌp
gotten	ˈɡɑtən
tight	ˈtaɪt
conversation	ˌkɑnvɚˈseɪʃən
tells	ˈtɛlz
lies	ˈlaɪz
nor	ˈnɔɹ
pulled	ˈpʊld
hanging	ˈhæŋɪŋ
speed	ˈspid
stories	ˈstɔɹiz
health	ˈhɛlθ
advice	æˈdvaɪs
held	ˈhɛld
murdered	ˈmɝdɚd
beyond	bɪˈɑnd
rule	ˈɹul
hardly	ˈhɑɹdli
possibly	ˈpɑsəbli
inspector	ˌɪˈnspɛktɚ
cousin	ˈkʌzən
trial	ˈtɹaɪəl
emergency	ɪˈmɝdʒənsi
ought	ˈɔt
eddie	ˈɛdi
somehow	ˈsʌˌmhaʊ
hearing	ˈhiɹɪŋ
states	ˈsteɪts
account	əˈkaʊnt
spoke	ˈspoʊk
file	ˈfaɪl
understood	ˌʌndɚˈstʊd
angel	ˈeɪndʒəl
tape	ˈteɪp
milk	ˈmɪlk
powerful	ˈpaʊɚfəl
weapons	ˈwɛpənz
practice	ˈpɹæktəs
manager	ˈmænədʒɚ
pardon	ˈpɑɹdən
vote	ˈvoʊt
jake	ˈdʒeɪk
national	ˈnæʃənəl
career	kɚˈɪɹ
minister	ˈmɪnəstɚ
super	ˈsupɚ
taught	ˈtɔt
robert	ˈɹɑbɚt
biggest	ˈbɪɡəst
plays	ˈpleɪz
natural	ˈnætʃɚəl
dancing	ˈdænsɪŋ
copy	ˈkɑpi
plus	ˈplʌs
martin	ˈmɑɹtən
cake	ˈkeɪk
freedom	ˈfɹidəm
among	əˈmʌŋ
breath	ˈbɹɛθ
operation	ˌɑpɚˈeɪʃən
chris	ˈkɹɪs
crew	ˈkɹu
challenge	ˈtʃæləndʒ
market	ˈmɑɹkət
meat	ˈmit
towards	təˈwɔɹdz
bringing	ˈbɹɪŋɪŋ
dropped	ˈdɹɑpt
student	ˈstudənt
lied	ˈlaɪd
strength	ˈstɹɛŋkθ
size	ˈsaɪz
breathe	ˈbɹið
color	ˈkʌlɚ
monster	ˈmɑnstɚ
loud	ˈlaʊd
photo	ˈfoʊˌtoʊ
aw	ˈɔ
nearly	ˈnɪɹli
sight	ˈsaɪt
greatest	ˈɡɹeɪtəst
games	ˈɡeɪmz
bridge	ˈbɹɪdʒ
dressed	ˈdɹɛst
arrested	ɚˈɛstɪd
horrible	ˈhɔɹəbəl
coach	ˈkoʊtʃ
planning	ˈplænɪŋ
checked	ˈtʃɛkt
breaking	ˈbɹeɪkɪŋ
noticed	ˈnoʊtəst
fantastic	fæˈntæstɪk
screams	ˈskɹimz
serve	ˈsɝv
ideas	aɪˈdiəz
investigation	ˌɪˌnvɛstəˈɡeɪʃən
center	ˈsɛntɚ
older	ˈoʊldɚ
pack	ˈpæk
soldiers	ˈsoʊldʒɚz
nonsense	ˈnɑnsɛns
doc	ˈdɑk
project	ˈpɹɑdʒɛkt
training	ˈtɹeɪnɪŋ
example	ɪˈɡzæmpəl
trick	ˈtɹɪk
prepared	pɹiˈpɛɹd
science	ˈsaɪəns
united	juˈnaɪtɪd
travel	ˈtɹævəl
incredible	ˌɪˈnkɹɛdəbəl
grandpa	ˈɡɹæˌndpɑ
paying	ˈpeɪɪŋ
character	ˈkɛɹɪktɚ
teeth	ˈtiθ
criminal	ˈkɹɪmənəl
charles	ˈtʃɑɹlz
chinese	tʃaɪˈniz
truly	ˈtɹuli
honestly	ˈɑnəstli
bro	ˈbɹoʊ
survive	sɚˈvaɪv
bobby	ˈbɑbi
target	ˈtɑɹɡət
feed	ˈfid
nurse	ˈnɝs
e	ˈi
fake	ˈfeɪk
records	ɹəˈkɔɹdz
breathing	ˈbɹiðɪŋ
sweetie	ˈswiti
numbers	ˈnʌmbɚz
oil	ˈɔɪl
suicide	ˈsuəˌsaɪd
belong	bɪˈlɔŋ
whoo	ˈwu
perfectly	ˈpɝfəktli
amy	ˈeɪmi
forgotten	fɚˈɡɑtən
remain	ɹɪˈmeɪn
original	ɚˈɪdʒənəl
papa	ˈpɑˌpʌ
onto	ˈɑntu
concerned	kəˈnsɝnd
credit	ˈkɹɛdət
ugh	ˈʌɡ
invited	ˌɪˈnvaɪtəd
discuss	dɪˈskʌs
research	ɹiˈsɝtʃ
easier	ˈiziɚ
view	ˈvju
chair	ˈtʃɛɹ
hurts	ˈhɝts
strike	ˈstɹaɪk
roger	ˈɹɑdʒɚ
fill	ˈfɪl
condition	kəˈndɪʃən
mountain	ˈmaʊntən
dr	ˈdɹaɪv
nowhere	ˈnoʊˌwɛɹ
sheriff	ˈʃɛɹəf
kim	ˈkɪm
turning	ˈtɝnɪŋ
brown	ˈbɹaʊn
recognize	ˈɹɛkəˌɡnaɪz
heads	ˈhɛdz
audience	ˈɑdiəns
jealous	ˈdʒɛləs
pretend	pɹiˈtɛnd
society	səˈsaɪəti
finding	ˈfaɪndɪŋ
shirt	ˈʃɝt
comfortable	ˈkʌmfɚtəbəl
meaning	ˈminɪŋ
guest	ˈɡɛst
pieces	ˈpisəz
dry	ˈdɹaɪ
letting	ˈlɛtɪŋ
began	bɪˈɡæn
aye	ˈaɪ
jeff	ˈdʒɛf
female	ˈfiˌmeɪl
release	ɹiˈlis
ho	ˈhoʊ
cards	ˈkɑɹdz
pray	ˈpɹeɪ
unfortunately	əˈnfɔɹtʃənətli
balls	ˈbɔlz
destroyed	dɪˈstɹɔɪd
ended	ˈɛndəd
universe	ˈjunəˌvɝs
prepare	pɹiˈpɛɹ
opinion	əˈpɪnjən
movies	ˈmuviz
soldier	ˈsoʊldʒɚ
wash	ˈwɑʃ
program	ˈpɹoʊˌɡɹæm
heat	ˈhit
usual	ˈjuʒəwəl
ticket	ˈtɪkət
stolen	ˈstoʊlən
prefer	pɹəˈfɝ
aware	əˈwɛɹ
surely	ˈʃʊɹli
male	ˈmeɪl
base	ˈbeɪs
matters	ˈmætɚz
lift	ˈlɪft
lab	ˈlæb
command	kəˈmænd
proof	ˈpɹuf
cream	ˈkɹim
selling	ˈsɛlɪŋ
believed	bɪˈlivd
create	kɹiˈeɪt
h	ˈeɪtʃ
afford	əˈfɔɹd
sunday	ˈsʌˌndeɪ
total	ˈtoʊtəl
dumb	ˈdʌm
threw	ˈθɹu
france	ˈfɹæns
birth	ˈbɝθ
created	kɹiˈeɪtəd
realized	ˈɹiəˌlaɪzd
british	ˈbɹɪtɪʃ
noise	ˈnɔɪz
nuts	ˈnʌts
students	ˈstudənts
birds	ˈbɝdz
social	ˈsoʊʃəl
brilliant	ˈbɹɪljənt
bodies	ˈbɑdiz
tie	ˈtaɪ
opened	ˈoʊpənd
ours	ˈaʊɚz
bucks	ˈbʌks
kevin	ˈkɛvɪn
mister	ˈmɪstɚ
ugly	ˈʌɡli
ryan	ˈɹaɪən
focus	ˈfoʊkəs
dan	ˈdæn
opens	ˈoʊpənz
exist	ɪˈɡzɪst
followed	ˈfɑloʊd
england	ˈɪŋɡlənd
draw	ˈdɹɔ
purpose	ˈpɝpəs
letters	ˈlɛtɚz
daniel	ˈdænjəl
opening	ˈoʊpənɪŋ
bullet	ˈbʊlət
anna	ˈænə
lately	ˈleɪtli
stayed	ˈsteɪd
falling	ˈfɑlɪŋ
season	ˈsizən
ends	ˈɛndz
suggest	səˈdʒɛst
joy	ˈdʒɔɪ
distance	ˈdɪstəns
responsibility	ɹiˌspɑnsəˈbɪləti
whenever	wɛˈnɛvɚ
issue	ˈɪʃu
thousands	ˈθaʊzəndz
process	ˈpɹɑˌsɛs
sword	ˈsɔɹd
shower	ˈʃaʊɚ
weak	ˈwik
fucked	ˈfʌkt
lonely	ˈloʊnli
happiness	ˈhæpinəs
eric	ˈɛɹɪk
tiny	ˈtaɪni
desk	ˈdɛsk
pool	ˈpul
property	ˈpɹɑpɚti
forced	ˈfɔɹst
settle	ˈsɛtəl
indistinct	ˌɪndɪˈstɪŋkt
weight	ˈweɪt
received	ɹəˈsivd
gang	ˈɡæŋ
bite	ˈbaɪt
friday	ˈfɹaɪdi
disappeared	ˌdɪsəˈpɪɹd
interview	ˈɪntɚˌvju
expecting	ɪˈkspɛktɪŋ
kinda	ˈkɪndə
surgery	ˈsɝdʒɚi
horses	ˈhɔɹsəz
mayor	ˈmeɪɚ
babe	ˈbeɪb
ancient	ˈeɪntʃənt
handsome	ˈhænsəm
thomas	ˈtɑməs
saturday	ˈsætɚdi
staff	ˈstæf
lines	ˈlaɪnz
unit	ˈjunət
fan	ˈfæn
gentleman	ˈdʒɛntəlmən
introduce	ˌɪntɹəˈdus
fate	ˈfeɪt
split	ˈsplɪt
recently	ˈɹisəntli
expected	ɪˈkspɛktəd
add	ˈæd
ordered	ˈɔɹdɚd
slowly	ˈsloʊli
alarm	əˈlɑɹm
member	ˈmɛmbɚ
slept	ˈslɛpt
signed	ˈsaɪnd
enter	ˈɛntɚ
spanish	ˈspænɪʃ
garden	ˈɡɑɹdən
brings	ˈbɹɪŋz
brave	ˈbɹeɪv
pig	ˈpɪɡ
model	ˈmɑdəl
finger	ˈfɪŋɡɚ
medicine	ˈmɛdəsən
access	ˈæˌksɛs
failed	ˈfeɪld
flat	ˈflæt
easily	ˈizəli
discovered	dɪˈskʌvɚd
based	ˈbeɪst
screw	ˈskɹu
insane	ˌɪˈnseɪn
cares	ˈkɛɹz
weather	ˈwɛðɚ
fingers	ˈfɪŋɡɚz
san	ˈsæn
scott	ˈskɑt
path	ˈpæθ
soft	ˈsɑft
harm	ˈhɑɹm
style	ˈstaɪl
community	kəˈmjunəti
sees	ˈsiz
basically	ˈbeɪsɪkli
al	ˈæl
signal	ˈsɪɡnəl
nope	ˈnoʊp
spare	ˈspɛɹ
speech	ˈspitʃ
covered	ˈkʌvɚd
shake	ˈʃeɪk
loose	ˈlus
snow	ˈsnoʊ
russian	ˈɹʌʃən
lake	ˈleɪk
bright	ˈbɹaɪt
roof	ˈɹuf
ohh	ˈoʊ
sending	ˈsɛndɪŋ
paint	ˈpeɪnt
remind	ɹiˈmaɪnd
pal	ˈpæl
naked	ˈneɪkəd
post	ˈpoʊst
sugar	ˈʃʊɡɚ
heading	ˈhɛdɪŋ
streets	ˈstɹits
damage	ˈdæmədʒ
silence	ˈsaɪləns
doors	ˈdɔɹz
pete	ˈpit
ed	ˈɛd
success	səˈksɛs
wet	ˈwɛt
nah	ˈnɑ
amount	əˈmaʊnt
members	ˈmɛmbɚz
kate	ˈkeɪt
manage	ˈmænədʒ
safety	ˈseɪfti
returned	ɹɪˈtɝnd
harder	ˈhɑɹdɚ
fbi	ˈɛˈfbiˈaɪ
block	ˈblɑk
showing	ˈʃoʊɪŋ
fancy	ˈfænsi
chef	ˈʃɛf
contract	ˈkɑˌntɹækt
dig	ˈdɪɡ
chest	ˈtʃɛst
drinks	ˈdɹɪŋks
dave	ˈdeɪv
buried	ˈbɛɹid
brian	ˈbɹaɪən
trade	ˈtɹeɪd
journey	ˈdʒɝni
stomach	ˈstʌmək
changes	ˈtʃeɪndʒəz
details	dɪˈteɪlz
thoughts	ˈθɔts
divorce	dɪˈvɔɹs
funeral	ˈfjunɚəl
maria	mɚˈiə
football	ˈfʊˌtbɔl
reality	ˌɹiˈæləˌti
theory	ˈθɪɹi
gosh	ˈɡɑʃ
ruined	ˈɹuənd
gate	ˈɡeɪt
william	ˈwɪljəm
spread	ˈspɹɛd
outta	ˈutə
japanese	ˌdʒæpəˈniz
sudden	ˈsʌdən
coat	ˈkoʊt
sooner	ˈsunɚ
cheese	ˈtʃiz
larry	ˈlɛɹi
spring	ˈspɹɪŋ
page	ˈpeɪdʒ
ears	ˈɪɹz
simon	ˈsaɪmən
castle	ˈkæsəl
hidden	ˈhɪdən
storm	ˈstɔɹm
cos	ˈkɔs
personally	ˈpɝsənəli
artist	ˈɑɹtəst
hill	ˈhɪl
exciting	ɪˈksaɪtɪŋ
permission	pɚˈmɪʃən
jerry	ˈdʒɛɹi
expensive	ɪˈkspɛnsɪv
tickets	ˈtɪkəts
forest	ˈfɔɹəst
barely	ˈbɛɹli
eggs	ˈɛɡz
goin	ˈɡɔɪn
regret	ɹəˈɡɹɛt
lesson	ˈlɛsən
lover	ˈlʌvɚ
bread	ˈbɹɛd
andy	ˈændi
subject	səˈbdʒɛkt
legal	ˈliɡəl
growing	ˈɡɹoʊɪŋ
ill	ˈɪl
jason	ˈdʒeɪsən
mood	ˈmud
owner	ˈoʊnɚ
caused	ˈkɑzd
beeping	ˈbipɪŋ
points	ˈpɔɪnts
dating	ˈdeɪtɪŋ
loss	ˈlɔs
secretary	ˈsɛkɹəˌtɛɹi
revenge	ɹiˈvɛndʒ
santa	ˈsæntə
likely	ˈlaɪkli
rent	ˈɹɛnt
connection	kəˈnɛkʃən
assistant	əˈsɪstənt
reasons	ˈɹizənz
yelling	ˈjɛlɪŋ
painting	ˈpeɪntɪŋ
trees	ˈtɹiz
doctors	ˈdɑktɚz
rush	ˈɹʌʃ
foreign	ˈfɔɹən
rough	ˈɹʌf
murderer	ˈmɝdɚɚ
century	ˈsɛntʃɚi
nights	ˈnaɪts
pair	ˈpɛɹ
runs	ˈɹʌnz
pocket	ˈpɑkət
farm	ˈfɑɹm
matt	ˈmæt
bike	ˈbaɪk
obvious	ˈɑbviəs
ate	ˈeɪt
grew	ˈɡɹu
professional	pɹəˈfɛʃənəl
tim	ˈtɪm
goodness	ˈɡʊdnəs
parts	ˈpɑɹts
alan	ˈælən
university	ˌjunəˈvɝsəti
square	ˈskwɛɹ
grandfather	ˈɡɹæˌndfɑðɚ
europe	ˈjʊɹəp
genius	ˈdʒinjəs
cases	ˈkeɪsəz
ruin	ˈɹuən
winter	ˈwɪntɚ
tongue	ˈtʌŋ
memories	ˈmɛmɚiz
da	ˈdɑ
buying	ˈbaɪɪŋ
cancer	ˈkænsɚ
clock	ˈklɑk
ocean	ˈoʊʃən
dna	ˈdiˌɛˈneɪ
liar	ˈlaɪɚ
tour	ˈtʊɹ
thief	ˈθif
bleep	ˈblip
lisa	ˈlisə
rights	ˈɹaɪts
including	ˌɪˈnkludɪŋ
competition	ˌkɑmpəˈtɪʃən
smith	ˈsmɪθ
planned	ˈplænd
emily	ˈɛmɪli
boring	ˈbɔɹɪŋ
victims	ˈvɪktəmz
mentioned	ˈmɛnʃənd
bones	ˈboʊnz
plant	ˈplænt
bless	ˈblɛs
warning	ˈwɔɹnɪŋ
knocking	ˈnɑkɪŋ
re	ˈɹeɪ
crash	ˈkɹæʃ
bedroom	ˈbɛˌdɹum
lower	ˈloʊɚ
silver	ˈsɪlvɚ
groaning	ˈɡɹoʊnɪŋ
madame	ˈmædəm
defense	dɪˈfɛns
results	ɹɪˈzʌlts
toilet	ˈtɔɪlət
event	ɪˈvɛnt
complicated	ˈkɑmpləˌkeɪtəd
shape	ˈʃeɪp
priest	ˈpɹist
royal	ˈɹɔɪəl
cheap	ˈtʃip
romantic	ɹoʊˈmæntɪk
downstairs	ˈdaʊˈnstɛɹz
invite	ˌɪˈnvaɪt
fortune	ˈfɔɹtʃən
tears	ˈtɛɹz
avoid	əˈvɔɪd
reached	ˈɹitʃt
higher	ˈhaɪɚ
familiar	fəˈmɪljɚ
telephone	ˈtɛləˌfoʊn
burning	ˈbɝnɪŋ
filled	ˈfɪld
kelly	ˈkɛli
alice	ˈæləs
airport	ˈɛˌɹpɔɹt
jobs	ˈdʒɑbz
grown	ˈɡɹoʊn
walter	ˈwɔltɚ
rachel	ˈɹeɪtʃəl
giant	ˈdʒaɪənt
insurance	ˌɪˈnʃʊɹəns
woods	ˈwʊdz
n	ˈɛn
scare	ˈskɛɹ
pleased	ˈplizd
period	ˈpɪɹiəd
political	pəˈlɪtəkəl
player	ˈpleɪɚ
stops	ˈstɑps
secrets	ˈsikɹəts
laura	ˈlɔɹə
repeat	ɹɪˈpit
photos	ˈfoʊˌtoʊz
finds	ˈfaɪndz
statement	ˈsteɪtmənt
suck	ˈsʌk
younger	ˈjʌŋɡɚ
china	ˈtʃaɪnə
humans	ˈhjumənz
delicious	dɪˈlɪʃəs
particular	pɚˈtɪkjəlɚ
proper	ˈpɹɑpɚ
rome	ˈɹoʊm
belongs	bɪˈlɔŋz
attacked	əˈtækt
bath	ˈbæθ
hired	ˈhaɪɚd
site	ˈsaɪt
knowledge	ˈnɑlədʒ
b	ˈbi
led	ˈlɛd
guests	ˈɡɛsts
celebrate	ˈsɛləˌbɹeɪt
map	ˈmæp
horn	ˈhɔɹn
eventually	ɪˈvɛntʃəwəli
pity	ˈpɪti
powers	ˈpaʊɚz
ashamed	əˈʃeɪmd
assume	əˈsum
glasses	ˈɡlæsəz
rise	ˈɹaɪz
fixed	ˈfɪkst
request	ɹɪˈkwɛst
officers	ˈɔfəsɚz
pounds	ˈpaʊndz
data	ˈdeɪtə
carefully	ˈkɛɹfəli
per	ˈpɝ
depends	dɪˈpɛndz
jury	ˈdʒʊɹi
waited	ˈweɪtɪd
positive	ˈpɑzətɪv
attorney	əˈtɝni
direction	dɚˈɛkʃən
families	ˈfæməliz
forces	ˈfɔɹsɪz
location	loʊˈkeɪʃən
walls	ˈwɔlz
useless	ˈjusləs
grant	ˈɡɹænt
saving	ˈseɪvɪŋ
speaks	ˈspiks
fought	ˈfɔt
meal	ˈmil
deliver	dɪˈlɪvɚ
answers	ˈænsɚz
changing	ˈtʃeɪndʒɪŋ
temple	ˈtɛmpəl
scary	ˈskɛɹi
millions	ˈmɪljənz
offered	ˈɔfɚd
regular	ˈɹɛɡjəlɚ
carrying	ˈkæɹiɪŋ
official	əˈfɪʃəl
jacket	ˈdʒækət
switch	ˈswɪtʃ
grave	ˈɡɹeɪv
chase	ˈtʃeɪs
role	ˈɹoʊl
odd	ˈɑd
sexy	ˈsɛksi
faces	ˈfeɪsəz
becomes	bɪˈkʌmz
closes	ˈkloʊzɪz
badly	ˈbædli
tall	ˈtɔl
confused	kəˈnfjuzd
affair	əˈfɛɹ
television	ˈtɛləˌvɪʒən
shock	ˈʃɑk
raised	ˈɹeɪzd
panting	ˈpæntɪŋ
pizza	ˈpitsə
image	ˈɪmədʒ
clears	ˈklɪɹz
golden	ˈɡoʊldən
patients	ˈpeɪʃənts
watched	ˈwɑtʃt
committed	kəˈmɪtɪd
sexual	ˈsɛkʃuəl
suffer	ˈsʌfɚ
arthur	ˈɑɹθɚ
wherever	wɛˈɹɛvɚ
plate	ˈpleɪt
appear	əˈpɪɹ
chocolate	ˈtʃɔklət
clever	ˈklɛvɚ
hm	hm
mercy	ˈmɝsi
shots	ˈʃɑts
lucy	ˈlusi
dealing	ˈdilɪŋ
trap	ˈtɹæp
charges	ˈtʃɑɹdʒəz
phil	ˈfɪl
bang	ˈbæŋ
poison	ˈpɔɪzən
butt	ˈbʌt
drove	ˈdɹoʊv
yourselves	jʊˈɹsɛlvz
headed	ˈhɛdəd
babies	ˈbeɪbiz
yellow	ˈjɛloʊ
soup	ˈsup
mystery	ˈmɪstɚi
picking	ˈpɪkɪŋ
sat	ˈsæt
wound	ˈwaʊnd
traffic	ˈtɹæfɪk
courage	ˈkɝədʒ
hunt	ˈhʌnt
indian	ˈɪndiən
rat	ˈɹæt
terms	ˈtɝmz
italian	ˌɪˈtæljən
emma	ˈɛmə
checking	ˈtʃɛkɪŋ
disease	dɪˈziz
managed	ˈmænədʒd
winner	ˈwɪnɚ
council	ˈkaʊnsəl
appointment	əˈpɔɪntmənt
monday	ˈmʌndi
crack	ˈkɹæk
threat	ˈθɹɛt
jenny	ˈdʒɛni
physical	ˈfɪzɪkəl
nation	ˈneɪʃən
source	ˈsɔɹs
chose	ˈtʃoʊz
healthy	ˈhɛlθi
carl	ˈkɑɹl
victory	ˈvɪktɚi
rick	ˈɹɪk
stood	ˈstʊd
kicked	ˈkɪkt
annie	ˈæni
disgusting	dɪˈsɡʌstɪŋ
palace	ˈpæləs
below	bɪˈloʊ
shopping	ˈʃɑpɪŋ
neighborhood	ˈneɪbɚˌhʊd
march	ˈmɑɹtʃ
lips	ˈlɪps
